"year","block","trt","subplot","drought","nativecov","totalcov","BG","Litter","plot","invaded","CHAL","ARFR","CHLE","RACO","POOL","BRTE","ASDR","HECO","GAAR","ACHY","PASM","ARLU","ACMI","MATA","POPE","DACA","SCSC","FEID","AMRE","THFI","BOGR","POSE","SPCO","ARPU","SPCR","LIPU","KOMA","BRIN","ELEL","HEVI","BOCU","SOTR","TRDU","CAMI","SATR","MONU","CADU","unkgrass","AMTO","LIDA","TAOF","COAR","MEOF","unknown dicot","ARPO","VEBR","THAR","PLPA","EUGL","BASC","MANE","LEDR","BUDA","DESO","SIAL","GRSQ"
"2023","34","dt","n","1",0.17,0.17,80,5,"34.dt.n",0,NA,0,0,0.75,0,0,0.5,NA,0.75,0,NA,0,NA,NA,NA,0,NA,NA,NA,3,12,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","34","dt","s","1",0.12,0.19,70,8,"34.dt.s",1,NA,0,2.75,1.75,0.25,4,0,NA,0.5,0,NA,0,NA,NA,NA,0,NA,NA,NA,1.25,8.25,0,0,NA,0.25,NA,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","34","fd","n","1",0.18,0.18,80,3.5,"34.fd.n",0,NA,0,0,0.25,0,0,1.25,NA,1,NA,1.25,0,0,0.25,NA,NA,0,NA,NA,2,12,0,NA,0,NA,0,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","34","fd","s","1",0.1725,0.315,70,0.5,"34.fd.s",1,NA,0,9.75,0.5,0.25,0,0,NA,1.25,NA,1,0,0.25,0,NA,NA,0,NA,NA,2.25,12,0,NA,0,NA,0,NA,NA,0,0,NA,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","34","ir","n","1",0.1495,0.1495,80,6,"34.ir.n",0,NA,0,0,0.5,0,0,NA,NA,0.75,0,0.75,0.25,0,0,0.1,0,NA,0,NA,1.5,11,NA,NA,NA,0,NA,NA,NA,0,0,0.1,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","34","ir","s","1",0.088,0.4055,60,4,"34.ir.s",1,NA,0,1.75,0.75,1.5,3,NA,NA,0.5,0.1,0.25,1,0.1,0.1,0,0.25,NA,0,NA,1.25,3,NA,NA,NA,0.5,NA,NA,NA,0,0,1,8.75,NA,NA,NA,15,NA,NA,NA,1.5,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","34","r","n","1",0.1685,0.1685,80,9,"34.r.n",0,NA,NA,NA,0,0,0,NA,0,0.5,0,0.5,0,0,0.75,0.1,0,NA,0,NA,0.5,10,0,3,NA,NA,NA,NA,NA,NA,1.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","34","r","s","1",0.1475,0.215,70,8,"34.r.s",1,NA,NA,NA,0,1.25,3.5,NA,0,0.75,0,3.5,0,0,0.5,0,0,NA,0,NA,0,5.25,0,1,NA,NA,NA,NA,NA,NA,3.75,0,1.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","35","dt","n","1",0.251,0.261,60,17,"35.dt.n",1,NA,NA,0,0.1,0,1,NA,NA,0,NA,NA,0,NA,0,NA,0,0,0,NA,0,25,NA,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
"2023","35","dt","s","1",0.3535,0.3785,30,35,"35.dt.s",0,NA,NA,1.25,0.1,0.5,0,NA,NA,0.25,NA,NA,0,NA,0,NA,0,0,0,NA,0,35,NA,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA
"2023","35","fd","n","1",0.035,0.2325,80,2.5,"35.fd.n",1,NA,0,12,0,0.5,0.5,NA,NA,0.75,NA,0.25,0,0,0.5,0,NA,NA,0,0.25,NA,2,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,3,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","35","fd","s","1",0.1075,0.1075,90,1.5,"35.fd.s",0,NA,0,0,0.25,0,0,NA,NA,2.75,NA,1,0,0,0.5,0,NA,NA,0,0,NA,6.25,0,0,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","35","ir","n","1",0.0625,0.0625,90,1,"35.ir.n",0,NA,0,NA,0,0,0,NA,NA,1.25,0,0,1.5,0,0,NA,0,NA,NA,0,NA,NA,0.25,0,NA,2.5,0,0,NA,0,0,0.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","35","ir","s","1",0.085,0.21,80,4,"35.ir.s",1,NA,0,NA,1,1.5,4.25,NA,NA,1.25,0,3,0.25,0,1.5,NA,0,NA,NA,0.25,NA,NA,0,0,NA,0.5,0.5,0,NA,0,0,0.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","35","r","n","1",0.1475,0.15,90,0.25,"35.r.n",0,NA,0,0,3.5,0,0,NA,NA,7,NA,0,0,0,0,0,0,0,0,0,NA,4,NA,NA,0,NA,0,NA,NA,0.25,0,0,NA,0,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","35","r","s","1",0.111,0.226,80,2,"35.r.s",1,NA,0,1.75,3,1.25,5.25,NA,NA,7,NA,0,0.5,0,0,0,0,0,0.1,0.25,NA,0,NA,NA,0,NA,0.25,NA,NA,0.25,0,0,NA,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","36","dt","n","1",0.067,0.3065,35,45,"36.dt.n",1,NA,0.1,5.5,0.1,0.1,8,0,NA,0.25,0,1.25,0,0,NA,NA,0,0,NA,NA,0.25,4.75,NA,NA,0,0,0,NA,NA,0,0,NA,NA,NA,NA,6,NA,NA,NA,4.25,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","36","dt","s","1",0.1075,0.1075,80,9,"36.dt.s",0,NA,0,0,0.25,0,0,0.25,NA,0.5,0,2,0,0,NA,NA,0,0,NA,NA,0.75,6.75,NA,NA,0,0.25,0,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","36","fd","n","1",0.0195,0.192,80,2.5,"36.fd.n",1,NA,0,7,0.25,0.25,1,0.1,NA,1,NA,0.5,0,0.1,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"2023","36","fd","s","1",0.066,0.066,90,1.5,"36.fd.s",0,NA,0.1,0,0.5,0,0,0.25,NA,1.75,NA,1.25,0,0,0,0,NA,NA,0,NA,NA,NA,0,0,0,2.25,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"2023","36","ir","n","1",0.202,0.202,80,2,"36.ir.n",0,NA,0,0,3,0,0,0,NA,0.1,0,NA,1,0.1,NA,0,NA,0,0,0,0,9,NA,0,NA,0,1,NA,NA,0,6,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","36","ir","s","1",0.11,0.2575,80,0,"36.ir.s",1,NA,0.25,6.5,0.75,0.25,0.5,0,NA,0.25,0,NA,0.25,0,NA,0,NA,0,0,3.5,0.25,7.75,NA,0,NA,0,1.5,NA,NA,0,0,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","36","r","n","1",0.27,0.316,30,40,"36.r.n",1,NA,0,3.25,1.75,0.1,0.5,0,NA,0.25,0,NA,NA,NA,0,0,0,NA,0,NA,0,25,NA,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","36","r","s","1",0.315,0.315,60,10,"36.r.s",0,NA,0,0,0.5,0,0,0,NA,0.25,0,NA,NA,NA,0,0,0,NA,0,NA,0.75,30,NA,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","37","dt","n","1",0.2775,0.3725,45,20,"37.dt.n",1,NA,0,1.5,NA,NA,0,0,9,12,1,NA,NA,0,0,0.5,NA,NA,0,NA,0,NA,NA,0,0,2,1.5,1.75,NA,NA,NA,NA,3.5,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","37","dt","s","1",0.2325,0.2325,60,13,"37.dt.s",0,NA,0,0,NA,NA,0,0,4,1.75,0.75,NA,NA,0,0,5,NA,NA,0,NA,0,NA,NA,0,0,8,0.25,3.5,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","37","fd","n","1",0.486,0.486,50,1,"37.fd.n",0,NA,0,NA,3,NA,0,0.5,NA,2.5,0,0.5,NA,0,NA,5.5,NA,0,NA,NA,1.5,20,NA,NA,NA,NA,0.1,NA,NA,0,0,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","37","fd","s","1",0.475,0.48,50,3,"37.fd.s",1,NA,0,NA,0.75,NA,0,0.5,NA,0.5,0,0.75,NA,0,NA,3,NA,0,NA,NA,0.5,25,NA,NA,NA,NA,0.5,NA,NA,0,0,16,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","37","ir","n","1",0.4,0.4,70,0,"37.ir.n",0,0,0,0,7,NA,0,0,0,4,NA,0,NA,NA,0,11,0,NA,NA,NA,4.25,2.5,NA,NA,0,0,1.25,10,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","37","ir","s","1",0.245,0.3475,60,4,"37.ir.s",1,7,0,0.5,9,NA,2.75,0,0,2.25,NA,0,NA,NA,0,0,0,NA,NA,NA,1.25,7.5,NA,NA,0,0.25,1.25,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","37","r","n","1",0.245,0.42,50,10,"37.r.n",1,NA,NA,0.25,0.5,0.25,7,0,6,16,0,NA,NA,NA,0.25,1.25,NA,0.25,NA,NA,0,NA,0.25,0,0,NA,0,NA,1.25,NA,0,0,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","37","r","s","1",0.246,0.246,25,50,"37.r.s",0,NA,NA,0,0.5,0,0,0.25,9.5,11,0,NA,NA,NA,0,0,NA,0.5,NA,NA,0,NA,0.1,0,0,NA,0.25,NA,0,NA,1.5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","38","dt","n","0",0.4075,0.415,30,35,"38.dt.n",1,NA,0,0.5,0.5,NA,0,0,4,0,NA,1,0,NA,NA,0,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,35,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA
"2023","38","dt","s","0",0.3325,0.3325,60,11,"38.dt.s",0,NA,0,0,0.25,NA,0,0,0.25,0,NA,2.5,0,NA,NA,0.25,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,0,30,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"2023","38","fd","n","0",0.51,0.535,45,0.5,"38.fd.n",1,NA,35,0.25,7.25,0.5,0.75,NA,2.5,NA,0,NA,0,0,0,0,2,NA,0,NA,0,NA,0,NA,0,0,0.5,3.75,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","38","fd","s","0",0.3025,0.3025,70,2,"38.fd.s",0,NA,0,0,3.75,0,0,NA,0,NA,0.5,NA,0,0.75,0.5,20,1,NA,0,NA,0.25,NA,0,NA,0,3.25,0,0.25,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","38","ir","n","0",0.3475,0.5,60,1,"38.ir.n",1,NA,NA,NA,6.5,NA,9,0,2.5,4.75,0,NA,NA,1,NA,9,4.5,0.5,0,4.25,0,NA,0,0,NA,NA,2.5,3.5,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"2023","38","ir","s","0",0.3775,0.3775,60,2,"38.ir.s",0,NA,NA,NA,6,NA,0,0,3.5,1,3.25,NA,NA,0.25,NA,6.5,2.75,5.5,0,0,0,NA,0,0,NA,NA,0.75,8.25,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"2023","38","r","n","0",0.045,0.2835,70,4.25,"38.r.n",1,NA,NA,0.25,2,1.5,4,NA,0,2.25,NA,NA,0,0.25,NA,NA,0,0,0,NA,0,NA,NA,0,NA,NA,0,0,18,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","38","r","s","0",0.36,0.36,60,4,"38.r.s",0,NA,NA,0,13,0,0,NA,1,16,NA,NA,0,0.5,NA,NA,0,0,0.75,NA,0,NA,NA,0,NA,NA,0,0.25,0,0,0,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","39","dt","n","0",0.3225,0.3225,40,30,"39.dt.n",0,NA,NA,0,4.25,NA,0,0,NA,0.75,0,NA,0,0,NA,9,0,NA,NA,NA,1.25,NA,0,0,0,NA,0,0,NA,0,NA,17,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"2023","39","dt","s","0",0.185,0.2525,60,18,"39.dt.s",1,NA,NA,0.25,0.5,NA,1.25,0,NA,0.25,0,NA,0,0,NA,0.5,0.25,NA,NA,NA,0,NA,0,0,0,NA,0,0.25,NA,0.75,NA,16,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA
"2023","39","fd","n","0",0.286,0.286,70,5,"39.fd.n",0,NA,0,0,2.25,NA,0,0.5,0.1,8,NA,NA,NA,0,0,3.5,NA,NA,0,NA,2,NA,0,0,NA,0.25,NA,0,NA,0,NA,12,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","39","fd","s","0",0.086,0.2635,70,5,"39.fd.s",1,NA,0,1,0.5,NA,16,0,0,0.75,NA,NA,NA,0.25,0,0,NA,NA,0,NA,0.5,NA,0,0,NA,0.1,NA,0,NA,0,NA,6,NA,0.25,NA,NA,NA,0.5,NA,NA,NA,NA,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","39","ir","n","0",0.185,0.3475,70,5,"39.ir.n",1,NA,0,6,1.5,NA,7,NA,0,4.5,6.75,NA,0.5,NA,0,2.25,0,0,NA,1,2.25,NA,NA,NA,0,0,0.75,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,NA,NA,NA,NA,NA
"2023","39","ir","s","0",0.1475,0.1475,80,7.5,"39.ir.s",0,NA,0,0,7.5,NA,0,NA,0,1.75,1.75,NA,0,NA,0,0,0,0.75,NA,0,1,NA,NA,NA,0,0,0.75,NA,0,0,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"2023","39","r","n","0",0.0725,0.1485,80,8,"39.r.n",1,0.25,NA,2,NA,NA,3,0,NA,2,NA,2,0,0,NA,0,0.5,NA,NA,0.5,2,0.5,0.25,NA,0,NA,0,NA,NA,0,0,0,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,0.1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","39","r","s","0",0.1275,0.1275,90,1.5,"39.r.s",0,0,NA,0,NA,NA,0,0,NA,1.75,NA,1.75,0.25,0,NA,4,1.25,NA,NA,0,0.25,0,3.25,NA,0,NA,0,NA,NA,0,0,0.25,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","4","dt","n","1",0.0775,0.0775,90,8,"4.dt.n",0,NA,NA,0,0.5,NA,0,0,NA,5,NA,0,NA,0,0,0,0,NA,NA,0,0.25,NA,0,0,0,2,NA,0,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","4","dt","s","1",0.1175,0.4625,50,8,"4.dt.s",1,NA,NA,6,2.5,NA,0.5,0,NA,2,NA,0,NA,0,2,0,0,NA,NA,5,0,NA,1.5,0,0,3.75,NA,0,NA,0,NA,NA,12,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","4","fd","n","1",0.0625,0.0625,90,4,"4.fd.n",0,NA,0,0,0,0,0,NA,NA,3.75,0,0.25,NA,0,0,NA,NA,0,NA,0,1.25,NA,0,0,0,0.25,0.75,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","4","fd","s","1",0.065,0.43,60,2,"4.fd.s",1,NA,0,13,0.25,6.5,6,NA,NA,5.25,0,0.5,NA,0,0,NA,NA,0,NA,8,0,NA,0,0.25,0,0.25,0,NA,NA,NA,0,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","4","ir","n","1",0.1005,0.1755,90,1.5,"4.ir.n",1,NA,0,0.75,0.5,0.75,2,NA,0.1,3,0,NA,1,0.1,0.1,0,0,0,0,NA,3.75,NA,NA,0,NA,1.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","4","ir","s","1",0.2225,0.2225,80,1,"4.ir.s",0,NA,0,0,7.5,0,0,NA,0,1.5,0,NA,0.25,0.5,0,0,0,0,0,NA,3.5,NA,NA,4,NA,4.75,0.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","4","r","n","1",0.145,0.505,50,2.5,"4.r.n",1,3,0,4.5,3.5,1,0.75,NA,NA,0,4,NA,0.25,0.5,NA,0.25,NA,NA,0,NA,0.5,1.25,0,2,NA,0.25,NA,0,NA,0,2,NA,0.75,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","4","r","s","1",0.2325,0.2375,80,4,"4.r.s",0,0,0.75,0,16,0,0.5,NA,NA,0,0,NA,0.25,0.5,NA,0,NA,NA,0,NA,0,4.25,0,1,NA,0.5,NA,0,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","40","dt","n","0",0.335,0.335,60,9,"40.dt.n",0,NA,0,NA,0.75,NA,0,0,NA,0,1.75,0,NA,NA,0,NA,0,0,NA,NA,0,0.25,NA,0,NA,0.75,0,0,NA,NA,0,30,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","40","dt","s","0",0.48,0.5325,45,6,"40.dt.s",1,NA,0,NA,0.5,NA,0,0,NA,0,0,1,NA,NA,0,NA,0.5,0,NA,NA,0,0,NA,0,NA,1,0,0,NA,NA,0,45,0.75,0.25,NA,NA,NA,NA,NA,NA,NA,0.25,3.75,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","40","fd","n","0",0.5725,0.5725,45,1,"40.fd.n",0,NA,0,0,2,0,0,0.25,6,0.75,NA,NA,NA,0,NA,25,NA,0,NA,0,5,NA,0,0,NA,NA,0.25,0,0,0,0,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"2023","40","fd","s","0",0.275,0.3225,60,2,"40.fd.s",1,NA,0,2,5,0.25,0,0,1.25,0.75,NA,NA,NA,0,NA,0,NA,0,NA,0.25,0,NA,0,0,NA,NA,0.5,0,0,0,0,20,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,0,NA,NA,NA,NA
"2023","40","ir","n","0",0.37,0.37,60,0.5,"40.ir.n",0,NA,0,0,3.25,NA,0,NA,NA,0.75,NA,0,0,NA,NA,0,0,7,0,0,25,NA,NA,0,0,0,1,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
"2023","40","ir","s","0",0.3135,0.4435,60,1,"40.ir.s",1,NA,0,2.25,0.25,NA,0,NA,NA,1,NA,0,0,NA,NA,0,0,0,0,1.25,30,NA,NA,0,0,0,0,0,NA,NA,0,0.1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,0.5,NA,NA,NA,NA
"2023","40","r","n","0",0.2485,0.426,45,7,"40.r.n",1,NA,0,8,2.5,NA,0,0,NA,NA,0,NA,0,NA,0,9,NA,0,NA,0.5,0.75,10,0,2.5,0,0.1,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","40","r","s","0",0.41,0.41,50,9,"40.r.s",0,NA,0,0,3,NA,0,0,NA,NA,0,NA,0,NA,0,0,NA,0,NA,0,0.25,30,0,7.25,0,0.25,0,NA,NA,NA,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","41","dt","n","1",0.32,0.5625,50,4.5,"41.dt.n",1,NA,NA,9,0.75,NA,6.25,0,NA,0.75,NA,NA,0,0,4,NA,NA,0,NA,NA,0,25,0,NA,NA,1.25,0,0,NA,0,0.25,NA,5.5,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","41","dt","s","1",0.24,0.24,70,4,"41.dt.s",0,NA,NA,0,0,NA,0,0,NA,1,NA,NA,0,0,0,NA,NA,0,NA,NA,0.25,19,0,NA,NA,3.75,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","41","fd","n","1",0.1675,0.2875,70,6,"41.fd.n",1,NA,NA,4,1.75,3.5,0.75,NA,NA,NA,0,2.5,0,0,0,NA,0.25,0,NA,NA,3.25,8,NA,0,NA,0,0,0,NA,0,0,1,0.5,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","41","fd","s","1",0.2125,0.2125,80,1,"41.fd.s",0,NA,NA,0,3.75,0,0,NA,NA,NA,0.5,0,0,0.25,0,NA,0.5,0,NA,NA,3,11,NA,0,NA,0.25,0,0,NA,0,0,2,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","41","ir","n","1",0.33,0.33,60,3.5,"41.ir.n",0,NA,0,0,4.25,0,0,NA,2,1.5,0,0.75,NA,0.25,0.25,NA,0.25,0,NA,NA,6.5,NA,NA,0,0,1.25,0,NA,NA,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023","41","ir","s","1",0.1825,0.3225,70,0.75,"41.ir.s",1,NA,0,5,2.5,0.25,4.75,NA,0,2.75,0,0,NA,0,1,NA,0,0,NA,NA,6,NA,NA,0,0,3.25,0.75,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
